Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
839,Eason Chan,56,15,94514,2290251,,,2QcZxAgcs2I1q7CtCkl6MI,"cantopop, mandopop, c-pop, taiwanese pop",67,3799415,"[0.2, 0.1, 0.5, 0.6, 0.9]",誰來剪月光
840,TWICE,32,4,206022,2287056,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.7, 0.8, 0.9, 0.8, 0.9]",feel special
842,Tommy Richman,18,46,173840,2275732,,,1WaFQSHVGZQJTbf0BdxdNo,,70,945937,"[0.7, 0.7, 0.7, 0.9, 0.8]",million dollar baby
843,MAMAMOO,28,12,161405,2274674,,,0XATRDCYuuGhk0oE7C0o5G,k-pop,58,7530143,"[0.8, 0.8, 0.8, 0.8, 0.8]",hip
844,Surf Mesa,26,25,144361,2273946,,,1lmU3giNF3CSbkVSQmLpHQ,,59,192861,"[0.7, 0.7, 0.7, 0.8, 0.3]",ily
845,G.E.M.,44,35,81900,2273450,,,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.6, 0.5, 0.7, 0.7, 0.9]",岩石裡的花
847,Mayday,61,11,77648,2268134,,,3WfJ1OtrWI7RViX9DMyEGy,"pop punk, emo",61,1391952,"[0.9, 0.8, 0.7, 0.7, 0.7]",派對動物
848,Cyndi Wang,17,33,204966,2265198,,,3AroL2oDPiAnMpTmIQv3KP,"mandopop, taiwanese pop, c-pop",54,584969,"[0.6, 0.3, 0.8, 0.7, 0.8]",感情用事
849,Billie Eilish,18,9,203151,2261922,,,6qqNVTkY8uBg9cP3Jd7DAH,,92,119643367,"[0.7, 0.6, 0.9, 0.9, 0.5]",therefore i am
850,Jung Kook,22,36,187688,2258882,,,6HaGTQPmzraVmaVxvz6EUc,k-pop,81,18771919,"[0.6, 0.4, 0.9, 0.9, 0.7]",yes or no
851,The Chainsmokers,29,7,149990,2258529,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.8, 0.7, 0.9, 0.8, 0.7]",who do you love
852,Jawsh 685,22,20,148038,2257667,,,56mfhUDKa1vec6rSLZV5Eg,,56,146676,"[0.8, 0.7, 0.9, 0.8, 0.6]",savage love
853,Twenty One Pilots,37,2,149715,2255427,,,3YQKmKGau1PzlVlkL1iodx,,84,25825805,"[0.6, 0.3, 0.8, 0.7, 0.7]",heathens
854,Julia Wu,46,111,56228,2246534,,,7pSH4sO2lXAxFKF6MkwORv,"chinese r&b, chinese hip hop, taiwanese indie, mandopop, taiwanese pop, chinese indie, c-pop",43,179299,"[0.5, 0.6, 0.6, 0.7, 0.8]",你是不是有點動心
855,DIOR 大穎,19,47,195128,2230597,,,0czbvTRVGHfCdRsJLxbBGQ,"mandopop, c-pop, chinese r&b, taiwanese pop",57,77432,"[0.4, 0.5, 0.5, 0.7, 0.8]",有天會再相見
856,Rosa Walton,15,2,300559,2227545,,,1X0HaTcdkHW7LviblBiEeq,,59,63473,"[0.5, 0.3, 0.6, 0.8, 0.7]",i really want to stay at your house
857,SEVENTEEN,11,8,451115,2227236,,,7nqOGRxlXj7N2JYbgNEjYH,k-pop,78,13739458,"[0.8, 0.7, 0.7, 0.9, 0.7]","love, money, fame"
858,Louis Tomlinson,37,2,157277,2213889,,,57WHJIHrjOE3iAxpihhMnp,,65,7086708,"[0.7, 0.6, 0.8, 0.8, 0.8]",back to you
860,sodagreen,25,110,112515,2208531,,,3WYT2b8pOLsLsqSaoWYr7U,"mandopop, taiwanese pop, c-pop, taiwanese indie, chinese rock",55,701662,"[0.3, 0.4, 0.3, 0.6, 0.7]",無眠
861,John Legend,129,4,26178,2208130,,,5y2Xq6xcjJb2jVM54GHK3t,"soft pop, neo soul",76,8145164,"[0.2, 0.3, 0.9, 0.6, 0.9]",all of me
862,BTS,45,1,235118,2207273,,,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,86,81465961,"[0.7, 0.3, 0.9, 0.8, 0.8]",fake love
863,G-DRAGON,18,41,214188,2206520,,,30b9WulBM8sFuBo17nNq9c,"k-pop, k-rap",70,3927975,"[0.6, 0.5, 0.7, 0.7, 0.7]",take me
865,NewJeans,13,5,413314,2205923,,,6HvZYsbFfjnjFrWF950C9d,k-pop,78,11775260,"[0.6, 0.7, 0.8, 1.0, 0.7]",cool you
866,Luis Fonsi,61,32,74263,2205769,,,4V8Sr092TqfHkfAA5fXXqG,latin,75,11012442,"[0.8, 0.9, 1.0, 0.7, 0.7]",despacito
867,JOLIN,37,12,124187,2205698,,,1r9DuPTHiQ7hnRRZ99B8nL,"mandopop, c-pop, taiwanese pop",59,1173703,"[0.7, 0.6, 0.6, 0.7, 0.8]",你也有今天
868,Will Pan,54,60,59682,2204217,,,7fCFxj1GCRqwFZEP4iJRw0,"mandopop, chinese hip hop, c-pop, taiwanese pop, chinese r&b",49,319841,"[0.7, 0.7, 0.8, 0.7, 0.8]",moonlight
869,郭家瑋,11,22,242080,2203345,,,5EZkv9iiDdCJvhSQaRMj2X,"mandopop, c-pop, chinese r&b, taiwanese pop",48,9117,"[0.5, 0.4, 0.3, 0.9, 0.9]",過了幾天
870,YUQI,16,39,201604,2197971,,,22aCD8IrQZjcPgZw728QT6,k-pop,58,955986,"[0.9, 0.2, 0.7, 0.9, 0.8]",freak
871,ØZI,25,30,141699,2194300,,,7Icsejk4pdIhkq2KO5A0jD,"chinese r&b, chinese hip hop, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",54,229154,"[0.6, 0.7, 0.5, 0.8, 0.7]",hair tie
872,Doja Cat,22,81,125124,2193866,,,5cj0lLjcoR7YOSnhnX0Po5,,87,35014111,"[0.7, 0.8, 0.9, 0.9, 0.7]",agora hills
873,Lil Nas X,28,18,125944,2193527,,,7jVv8c5Fj3E9VhNjxT4snq,,73,12309761,"[0.7, 0.9, 0.9, 0.9, 0.7]",thats what i want
875,5 Seconds of Summer,41,5,125066,2185938,,,5Rl15oVamLq7FbSb0NNBNy,,79,10256515,"[0.8, 0.6, 0.8, 0.7, 0.8]",youngblood
877,FIFTY FIFTY,22,50,155547,2184874,,,4GJ6xDCF5jaUqD6avOuQT6,k-pop,65,2010845,"[0.6, 0.8, 0.8, 0.8, 0.7]",cupid
878,Ed Sheeran,18,5,248837,2181569,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.3, 0.4, 0.7, 0.9, 0.8]",aerglow
879,Lil Mosey,26,27,133067,2178947,,,5zctI4wO9XSKS8XwcnqEHk,melodic rap,65,5998116,"[0.7, 0.8, 0.8, 0.9, 0.5]",blueberry faygo
880,Rachel Liang,51,48,63346,2167624,,,4rdSHzO4enUlVxdQeHPGTp,"mandopop, taiwanese pop, c-pop",45,147967,"[0.3, 0.3, 0.6, 0.9, 0.9]",還好
881,Billie Eilish,14,11,326094,2166220,,,6qqNVTkY8uBg9cP3Jd7DAH,,92,119643367,"[0.6, 0.7, 0.7, 1.0, 0.7]",lunch
882,頑童Mj116,21,5,262533,2161508,,,7aMQdNM05rPkcHS1ethHUx,"chinese hip hop, taiwanese pop, mandopop, chinese r&b",54,322715,"[0.7, 0.7, 0.6, 0.8, 0.9]",sweet baby
883,j-hope,15,8,269311,2160262,,,0b1sIQumIAsNbqAoIClSpy,"k-pop, k-rap",80,19371795,"[0.8, 0.7, 0.7, 1.0, 0.9]",killin it girl
884,珂拉琪 Collage,21,10,199321,2158662,,,1YtYHaWLV0IU7SwhvG6Luk,"taiwanese indie, taiwanese pop, chinese indie, chinese rock, gufeng, mandopop",40,81571,"[0.2, 0.1, 0.3, 0.8, 0.9]",萬千花蕊慈母悲哀
885,Tanya Chua,13,17,264647,2155826,,,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.4, 0.3, 0.5, 0.9, 0.9]",善良的我們
886,Janice Yan,32,52,103893,2154987,,,3r5bFY2H54Y0YGIDzAo1xp,"mandopop, taiwanese pop, c-pop, chinese r&b",40,79712,"[0.5, 0.7, 0.6, 0.9, 0.9]",愛上現在的我
887,DNCE,57,17,66272,2153105,,,6T5tfhQCknKG4UnH90qGnz,,67,4596419,"[0.9, 0.9, 0.9, 0.8, 0.7]",cake by the ocean
888,TWICE,24,9,180641,2151364,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.8, 0.9, 0.9, 0.9, 0.7]",the feels
889,Ed Sheeran,38,2,170132,2146805,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.7, 0.7, 0.8, 0.7, 0.8]",castle on the hill
890,Hearts2Hearts,18,46,199914,2144288,,,1ZLU77nRzQIaP23mVSYpCQ,k-pop,69,634675,"[0.8, 0.7, 0.4, 0.9, 0.3]",the chase
891,Tanya Chua,20,72,139531,2140195,,,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.3, 0.2, 0.4, 0.3, 0.9]",無底洞
892,Camila Cabello,29,2,166525,2130532,,,4nDoRrQiYLoBzwC5BhVJzF,,79,35676751,"[0.6, 0.5, 0.8, 0.7, 0.8]",never be the same
893,Zara Larsson,52,16,67603,2130125,,,1Xylc3o4UrD53lo9CvFvVg,,80,11003877,"[0.9, 0.9, 0.8, 0.7, 0.7]",lush life
894,Maggie Lindemann,43,19,98629,2124429,,,0uGk2czvcpWQA383Im6ajf,,63,2049293,"[0.8, 0.7, 0.7, 0.8, 0.6]",pretty girl cheat codes x cade remix
895,Yorushika,19,72,132113,2123876,,,4UK2Lzi6fBfUi9rpDt6cik,"j-pop, j-rock, japanese indie, anime",71,3313346,"[0.7, 0.7, 0.5, 0.8, 0.8]",晴る
896,Gaho,20,5,207976,2123327,,,3ybZTNrlK0QhL4rBxfLHOc,soundtrack,50,404599,"[0.8, 0.7, 0.6, 0.8, 0.8]",시작
897,Jimin,17,51,171140,2120288,,,1oSPZhvZMIrWW5I41kPkkY,k-pop,79,10931337,"[0.5, 0.4, 0.6, 0.9, 0.7]",be mine
898,LISA,13,13,317704,2114174,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.6, 0.3, 0.7, 1.0, 0.5]",born again
899,Olivia Rodrigo,20,37,169978,2111762,,,1McMsnEElThX1knmY4oliG,,86,49537907,"[0.5, 0.3, 0.8, 1.0, 0.8]",vampire
900,Maroon 5,82,1,65838,2108897,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.9, 0.7, 0.9, 0.8, 0.7]",animals
901,Girls' Generation,17,4,231914,2108172,,,0Sadg1vgvaPqGTOjxu0N6c,k-pop,64,2845680,"[0.8, 0.9, 0.8, 0.9, 0.6]",forever 1
902,瘦子E.SO,16,7,204939,2104077,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.7, 0.6, 0.6, 0.9, 0.8]",follow you
903,KeyKey,30,108,92819,2103192,,,0i7wcJTYQqtkFiKS61ft8h,"mandopop, c-pop, chinese r&b",43,5854,"[0.4, 0.3, 0.4, 0.9, 0.9]",当想你成为习惯
904,Kygo,49,8,82916,2097954,,,23fqKkggKUBHNkbKtXEls4,tropical house,77,8675344,"[0.6, 0.5, 0.8, 0.8, 0.7]",stay
905,No Party For Cao Dong,66,28,83937,2096293,,,3HXSUfI76zVZk71UMAeVfp,"taiwanese indie, chinese rock, chinese indie, taiwanese pop, mandopop",51,528874,"[0.7, 0.4, 0.2, 0.7, 0.7]",山海
906,DJ Snake,57,15,67934,2086921,,,540vIaP2JwjQb9dm3aArA4,,80,9361787,"[0.8, 0.6, 0.8, 0.8, 0.5]",middle
907,Jonas Blue,47,9,78274,2079752,,,1HBjj22wzbscIZ9sEb5dyf,tropical house,73,3880818,"[0.7, 0.7, 0.7, 1.0, 0.7]",fast car
908,郭家瑋,14,34,193447,2072484,,,5EZkv9iiDdCJvhSQaRMj2X,"mandopop, c-pop, chinese r&b, taiwanese pop",48,9117,"[0.4, 0.6, 0.3, 0.9, 0.8]",過了幾天
909,Fish Leong,31,113,88320,2070675,,,3aIDSTKS9yH745GUQBxDcS,"mandopop, taiwanese pop, c-pop",58,1090756,"[0.3, 0.2, 0.7, 0.5, 0.9]",情歌
910,Eric Chou,40,40,120509,2070533,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.2, 0.3, 0.8, 0.9, 0.9]",一樣美麗
911,Bruno Mars,29,4,193603,2069396,,,0du5cEVh5yTK9QJze8zA0C,,91,76149412,"[0.9, 0.8, 0.9, 0.8, 0.6]",24k magic
912,Jack Ü,53,7,54606,2067074,,,1HxJeLhIuegM3KgvPn8sTa,,60,1082176,"[0.7, 0.5, 0.8, 0.7, 0.5]",where are ü now
913,Shawn Mendes,18,25,161967,2065409,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.5, 0.7, 0.8, 0.9, 0.8]",wonder
914,Eric Chou,37,140,88743,2055248,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.6, 0.7, 0.8, 0.9]",我很快樂
915,gnash,41,19,71122,2053656,,,3iri9nBFs9e4wN7PLIetAw,,60,1589973,"[0.2, 0.1, 0.7, 0.7, 0.8]","i hate u, i love u"
916,ILLIT,16,11,259588,2049482,,,36cgvBn0aadzOijnjjwqMN,k-pop,75,3931369,"[0.7, 0.9, 0.9, 1.0, 0.7]",billyeoon goyangi
917,Hebe Tien,24,11,207983,2047196,,,14bJhryXGk6H6qlGzwj3W5,"mandopop, c-pop, taiwanese pop",54,1073526,"[0.3, 0.2, 0.6, 0.7, 0.9]",諷刺的情書
918,Jin,18,41,166447,2044762,,,5vV3bFXnN6D6N3Nj4xRvaV,k-pop,80,9794840,"[0.6, 0.7, 0.8, 0.7, 0.6]",nothing out your love
919,Rita Ora,38,17,94555,2042728,,,5CCwRZC6euC8Odo6y9X8jr,,69,8408566,"[0.7, 0.8, 0.8, 0.7, 0.7]",your song
920,告五人,16,36,224730,2038976,,,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.5, 0.4, 0.3, 0.8, 0.7]",從未見過的海
921,A-Mei Chang,35,3,120436,2024665,,,6noxsCszBEEK04kCehugOp,"mandopop, taiwanese pop, c-pop, cantopop",61,1194914,"[0.4, 0.3, 0.6, 0.7, 0.8]",偷故事的人
922,OneRepublic,25,10,136554,2021856,,,5Pwc4xIPtQLFEnJriah9YJ,soft pop,83,18789911,"[0.8, 0.6, 0.8, 0.8, 0.7]",rescue me
923,i-dle,11,6,322576,2021352,,,2AfmfGFbe0A0WsTYm0SDTx,k-pop,70,11029613,"[0.7, 0.7, 0.7, 0.9, 0.7]",i want that
924,陳華,18,60,148068,2019333,,,5ZxRmJ21NzjxD2ZGBxi7um,"mandopop, taiwanese pop, chinese r&b, c-pop",52,93854,"[0.4, 0.3, 0.6, 0.8, 0.8]",你已經替我決定了
925,張哲瀚,12,39,195344,2019284,,,1DMI6oQrrt8rVMVN83jXA7,"gufeng, mandopop, c-pop",60,58149,"[0.9, 0.7, 0.7, 0.9, 0.6]",頭號玩家
926,王ADEN,16,38,197204,2006239,,,4ecBfM4xa6ZLDr7P8lsyTV,"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop, chinese indie",49,61064,"[0.7, 0.3, 0.5, 0.9, 0.8]",雙重人格
927,Charlie Puth,63,9,75383,2005026,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.6, 0.6, 0.7, 0.6, 0.8]",one call away
928,Gen Hoshino,18,16,161236,2000521,,,1S2S00lgLYLGHWA44qGEUs,"j-pop, anime",65,2252457,"[0.6, 0.7, 0.7, 0.8, 0.7]",comedy
929,Jessi,21,18,152831,1999811,,,2yLzlEFtIS0Q9UkyBZdQA7,,78,1669862,"[0.8, 0.7, 0.8, 0.9, 0.8]",zoom
930,IVE,15,14,262720,1997006,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.5, 0.4, 0.7, 0.9, 0.7]",off the record
931,TAEYANG,18,12,251511,1995540,,,6udveWUgX4vu75FF0DTrXV,k-pop,65,1836122,"[0.7, 0.7, 0.8, 0.9, 0.8]",vibe
932,aespa,31,32,117188,1995256,,,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.8, 0.6, 0.8, 0.9, 0.7]",next level
933,V,3,6,714841,1994256,,,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.3, 0.6, 0.6, 0.1, 0.8]",white christmas
934,Jonas Blue,34,5,121516,1988835,,,1HBjj22wzbscIZ9sEb5dyf,tropical house,73,3880818,"[0.8, 0.8, 0.8, 0.8, 0.6]",rise
935,Drake,17,10,184371,1982625,,,3TVXtAsR1Inumwj472S9r4,rap,96,103910154,"[0.7, 0.7, 0.9, 0.9, 0.8]",toosie slide
936,Calvin Harris,45,2,73235,1980088,,,7CajNmpbOovFoOoasH2HaY,edm,85,23111868,"[0.7, 0.7, 0.8, 0.7, 0.6]",how deep is your love
937,Calvin Harris,26,2,137909,1978247,,,7CajNmpbOovFoOoasH2HaY,edm,85,23111868,"[0.7, 0.8, 0.8, 0.8, 0.6]",one kiss
938,Post Malone,39,3,135359,1974544,,,246dkjvS1zLTtiykXe5h60,,87,47826801,"[0.7, 0.6, 0.9, 0.8, 0.6]",better now
939,OneRepublic,16,57,156004,1969716,,,5Pwc4xIPtQLFEnJriah9YJ,soft pop,83,18789911,"[0.8, 0.5, 0.7, 0.9, 0.7]",nobody from kaiju no 8
940,TIA RAY,52,46,56074,1965055,,,70paW48PtCtUjtndElrjrL,"gufeng, c-pop, mandopop, chinese r&b",48,102863,"[0.4, 0.2, 0.6, 0.7, 0.9]",說散就散
941,Zedd,33,1,126971,1958981,,,1alf4P7GDe5aNpALBzWIGf,jersey club,67,433575,"[0.8, 0.7, 0.9, 0.8, 0.6]",happy now
942,The Weeknd,20,20,211149,1945938,,,1Xyo4u8uXC1ZmMpatF05PJ,,95,114144399,"[0.6, 0.4, 0.8, 0.9, 0.8]",die for you
943,Jung Kook,19,18,192363,1941299,,,6HaGTQPmzraVmaVxvz6EUc,k-pop,81,18771919,"[0.7, 0.8, 0.9, 0.9, 0.7]",dreamers music from the fifa world cup qatar 2022 official soundtrack
944,MINNIE,13,23,230149,1934609,,,2pHkxVNynHBwQHhGaoBIXX,k-pop,57,1016589,"[0.7, 0.6, 0.7, 0.9, 0.8]",her
945,Amazing Show,22,57,113717,1933286,,,3n16EAnJtz6SZGx2zJssrI,"taiwanese indie, chinese indie, taiwanese pop, chinese rock, mandopop",56,272370,"[0.6, 0.7, 0.6, 0.8, 0.7]",戀人
947,ycccc,24,44,139557,1927488,,,7cgkVoa2x2YllMh2D3xGCV,"c-pop, gufeng, mandopop",42,10788,"[0.4, 0.6, 0.4, 0.8, 0.8]",满天星辰不及你
948,SPYAIR,12,21,263446,1926422,,,7gRg6C2qgQ1F01k3sgyEVt,"anime, j-rock, j-pop",58,691215,"[0.7, 0.7, 0.6, 0.8, 0.6]",オレンジ
949,Avicii,39,5,137061,1921985,,,1vCWHaC5f2uS3yhpwWbIA6,edm,80,23459596,"[0.7, 0.6, 0.8, 0.8, 0.6]",out you
950,Eve Ai,21,30,141140,1913090,,,6eLpNMX3ZygSrUuxAlIWIx,"taiwanese pop, mandopop, c-pop, chinese indie",44,209045,"[0.4, 0.3, 0.7, 0.8, 0.8]",我這個人
951,aespa,19,79,127998,1911580,,,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.7, 0.8, 0.9, 0.9, 0.7]",live my life
952,Imagine Dragons,42,20,85741,1910700,,,53XhwfbYqKCa1cC15pYq2q,,86,58540315,"[0.9, 0.5, 0.8, 0.8, 0.7]",believer
953,Lukas Graham,34,20,80279,1906460,,,25u4wHJWxCA9vO0CzxAbK7,dansk pop,70,2990838,"[0.3, 0.7, 0.7, 0.7, 0.8]",love someone
955,Demi Lovato,24,11,116335,1898679,,,6S2OmqARrzebs0tKUEyXyp,,79,27283458,"[0.8, 0.7, 0.9, 0.8, 0.8]",sorry not sorry
956,Chih Siou,17,13,198075,1898507,,,6cMRDBCHMYjyCH2D0s6uzr,"taiwanese indie, taiwanese pop, chinese indie, mandopop, c-pop, chinese r&b",42,74277,"[0.8, 0.8, 0.7, 0.9, 0.7]",imma get a new one
957,RADWIMPS,15,16,219869,1897413,,,1EowJ1WwkMzkCkRomFhui7,"anime, j-pop, j-rock",75,4837161,"[0.4, 0.4, 0.6, 0.9, 0.7]",すずめ
958,Avicii,62,2,125631,1894783,,,1vCWHaC5f2uS3yhpwWbIA6,edm,80,23459596,"[0.7, 0.7, 0.8, 0.7, 0.6]",waiting for love
959,Drake,41,5,80510,1894392,,,3TVXtAsR1Inumwj472S9r4,rap,96,103910154,"[0.6, 0.6, 0.9, 0.8, 0.7]",hotline bling
960,Stefanie Sun,51,41,63276,1894220,,,0SIXZXJCAhNU8sxK0qm7hn,"mandopop, taiwanese pop, c-pop, cantopop",61,1212691,"[0.4, 0.5, 0.7, 0.7, 0.9]",半句再見
961,Pei-Yu Hung,20,23,159295,1890353,,,0rARfHZ4ZteUlzbAuxUwAs,"mandopop, taiwanese pop, taiwanese indie, chinese indie, c-pop",48,46024,"[0.3, 0.3, 0.6, 0.8, 0.9]",不在一起就不會分開
962,Alan Walker,36,7,105092,1889815,,,7vk5e3vY1uw9plTHJAMwjN,,79,41341777,"[0.8, 0.3, 0.7, 0.9, 0.5]",darkside
963,頑童Mj116,13,12,263284,1889765,,,7aMQdNM05rPkcHS1ethHUx,"chinese hip hop, taiwanese pop, mandopop, chinese r&b",54,322715,"[0.7, 0.8, 0.7, 0.7, 0.8]",nono
964,ZAYN,23,5,172458,1888157,,,5ZsFI1h6hIdQRw2ti0hz81,,78,24186191,"[0.3, 0.6, 0.8, 0.7, 0.9]",a whole new world
965,The Chainsmokers,28,7,148049,1887884,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.5, 0.3, 0.8, 0.8, 0.7]",hope
966,Cyndi Wang,19,8,186850,1885961,,,3AroL2oDPiAnMpTmIQv3KP,"mandopop, taiwanese pop, c-pop",54,584969,"[0.7, 0.9, 0.8, 0.3, 0.8]",愛你
967,邹沛沛,14,36,204587,1878230,,,4ST2uUeBAbGgmskBWYRB8S,"chinese r&b, c-pop, mandopop",55,56085,"[0.4, 0.4, 0.6, 0.9, 0.9]",沉溺
968,NMIXX,14,22,232071,1877688,,,28ot3wh4oNmoFOdVajibBl,k-pop,71,3983743,"[0.9, 0.7, 0.8, 0.9, 0.8]",dash
969,Harry Styles,24,27,135005,1877469,,,6KImCVD70vtIoJWnq6nGn3,,82,34228794,"[0.7, 0.7, 0.8, 0.9, 0.7]",adore you
970,V,13,20,195935,1877026,,,3JsHnjpbhX4SnySpvpa9DK,k-pop,76,20147531,"[0.2, 0.2, 0.6, 0.9, 0.8]",rainy days
971,Avril Lavigne,27,1,161132,1876681,,,0p4nmQO2msCgU4IF37Wi3j,,77,12053938,"[0.5, 0.3, 0.7, 0.8, 0.9]",head above water
972,SHAED,20,13,167372,1870763,,,3KwmxIhSe9UTSEF37kwngR,,54,197670,"[0.6, 0.7, 0.7, 0.9, 0.7]",trampoline
973,Ed Sheeran,18,30,182375,1868447,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.4, 0.3, 0.8, 0.9, 0.8]",eyes closed
975,Bazzi,19,12,136915,1865899,,,4GvEc3ANtPPjt1ZJllr5Zl,,68,5511647,"[0.6, 0.8, 0.7, 0.9, 0.7]",ifly
976,Hearts2Hearts,15,38,190399,1865875,,,1ZLU77nRzQIaP23mVSYpCQ,k-pop,69,634675,"[0.8, 0.9, 0.4, 0.7, 0.5]",style
977,Zedd,28,73,87518,1864720,,,1alf4P7GDe5aNpALBzWIGf,jersey club,67,433575,"[0.7, 0.8, 0.8, 0.9, 0.6]",funny
978,Ariana Grande,40,13,87986,1864356,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.8, 0.8, 0.9, 0.8, 0.7]",side to side
979,Camila Cabello,17,15,155776,1861057,,,4nDoRrQiYLoBzwC5BhVJzF,,79,35676751,"[0.7, 0.7, 0.8, 0.9, 0.7]",liar
980,SAINt JHN,27,54,89949,1860858,,,0H39MdGGX6dbnnQPt6NQkZ,,66,1158909,"[0.9, 0.7, 0.9, 0.9, 0.5]",roses imanbek remix
981,Kygo,36,6,134785,1858765,,,23fqKkggKUBHNkbKtXEls4,tropical house,77,8675344,"[0.7, 0.7, 0.8, 0.8, 0.6]",first time
982,Halsey,21,24,134450,1856410,,,26VFTg2z8YR0cCuwLzESi2,,82,22453066,"[0.6, 0.4, 0.7, 0.9, 0.7]",graveyard
983,Dua Lipa,18,24,148041,1856346,,,6M2wZ9GZgrQXHCFfjv46we,pop,87,47063263,"[0.9, 0.8, 0.9, 0.9, 0.7]",physical
985,Mitski,20,125,100616,1849607,,,2uYWxilOVlUdk4oV9DvwqK,,80,11118031,"[0.3, 0.5, 0.3, 0.9, 0.7]",my love mine all mine
987,予笙,22,25,116993,1845949,,,6R4Ab1wjgy0XRMsmdiakp8,,2,16,"[0.5, 0.8, 0.6, 0.9, 0.7]",热爱105c的你
988,Marshmello,31,65,72515,1844283,,,64KEffDW9EtZ1y2vBYgq8T,edm,81,34522943,"[0.7, 0.5, 0.8, 0.9, 0.7]",leave before you love me
989,James Arthur,39,27,90955,1842585,,,4IWBUUAFIplrNtaOHcJPRM,soft pop,81,20932485,"[0.6, 0.4, 0.7, 0.9, 0.9]",rewrite the stars
990,IU,19,4,315896,1842336,,,3HqSLMAZ3g3d5poNaI7GOU,"k-pop, k-ballad",67,9451923,"[0.7, 0.8, 0.8, 0.9, 0.8]",lilac
991,Lady Gaga,15,1,329788,1841688,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.8, 0.7, 0.9, 0.9, 0.7]",sour candy
992,King Gnu,17,9,212257,1841006,,,6wxfx1yhyqjCPYwwxJktR2,"j-pop, anime, j-rock",70,4105640,"[0.7, 0.4, 0.6, 0.9, 0.8]",逆夢
993,Kygo,36,9,117791,1837755,,,23fqKkggKUBHNkbKtXEls4,tropical house,77,8675344,"[0.6, 0.7, 0.8, 0.9, 0.6]",stargazing
994,WeiBird,18,41,154455,1837655,,,7y3HnWCFEvWj4KM9GFSkiX,"mandopop, taiwanese pop, c-pop, chinese r&b",54,515342,"[0.5, 0.6, 0.7, 0.9, 0.9]",一直都在
995,Calvin Harris,28,11,123602,1836423,,,7CajNmpbOovFoOoasH2HaY,edm,85,23111868,"[0.7, 0.8, 0.8, 0.8, 0.7]",slide
996,Ronghao Li,82,19,37001,1834890,,,0rTP0x4vRFSDbhtqcCqc8K,"mandopop, c-pop, taiwanese pop",58,1082705,"[0.4, 0.5, 0.6, 0.7, 0.8]",李白
997,MC HotDog,26,44,92854,1832788,,,4maR8o69pil8CrclOiFVVW,"chinese hip hop, taiwanese pop, mandopop, chinese r&b, c-pop",45,149851,"[0.8, 0.6, 0.7, 0.8, 0.8]",tough love
998,Calvin Harris,21,8,128814,1827144,,,7CajNmpbOovFoOoasH2HaY,edm,85,23111868,"[0.7, 0.8, 0.8, 0.8, 0.7]",feels
999,Joel Adams,41,12,85846,1826583,,,36jaGQtMj5UWD0eO1fCVdD,,46,213035,"[0.3, 0.2, 0.7, 0.8, 0.7]",please dont go
